DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
220306276,02/19/2022 12:00:00 AM,09/20/2020 12:00:00 AM,1522,03,Southwest,0392,2,354,THEFT OF IDENTITY,0100 0930 0928 0929 0917 0344 1822,31,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,5100    CRENSHAW                     BL,,33.996,-118.3309
220318758,10/19/2022 12:00:00 AM,01/15/2020 12:00:00 AM,2000,03,Southwest,0363,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906 0913 2000 1814 0443,28,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,IC,Invest Cont,956,,,,4100    BUCKINGHAM                   RD,,34.0121,-118.3423
231804115,12/28/2022 12:00:00 AM,11/22/2020 12:00:00 AM,0001,18,Southeast,1802,1,121,"RAPE, FORCIBLE",,10,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,812,,,100 W  91ST                         ST,,33.9537,-118.2739
201511143,06/11/2020 12:00:00 AM,06/09/2020 12:00:00 AM,2130,15,N Hollywood,1517,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,VANOWEN,ELMER,34.194,-118.3768
231214452,01/01/2020 12:00:00 AM,01/01/2020 12:00:00 AM,1200,12,77th Street,1268,2,354,THEFT OF IDENTITY,0377,59,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,8400 S  MAIN                         ST,,33.9628,-118.2739
231609173,06/14/2023 12:00:00 AM,10/15/2020 12:00:00 AM,1200,16,Foothill,1659,2,354,THEFT OF IDENTITY,0377 1822,31,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,6200    REID                         ST,,34.2485,-118.2671
221006841,03/17/2022 12:00:00 AM,09/20/2020 12:00:00 AM,1215,10,West Valley,1063,2,354,THEFT OF IDENTITY,1822 0929,29,M,B,506,ABANDONED BUILDING ABANDONED HOUSE,,,IC,Invest Cont,354,,,,18500    BURBANK                      BL,,34.1723,-118.536
220404154,01/05/2022 12:00:00 AM,12/31/2020 12:00:00 AM,2320,04,Hollenbeck,0448,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 1814 2001 0446 0340 0448 0419 0417 0429,23,F,H,704,ELEMENTARY SCHOOL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,1500    MURCHISON                    ST,,34.0593,-118.1959
230706782,03/01/2023 12:00:00 AM,07/12/2020 12:00:00 AM,1925,07,Wilshire,0726,2,354,THEFT OF IDENTITY,0928 1822 0100,47,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,100 S  POINSETTIA                   PL,,34.0736,-118.3486
231306038,02/09/2023 12:00:00 AM,03/02/2020 12:00:00 AM,1340,13,Newton,1393,2,354,THEFT OF IDENTITY,0100 1202,77,M,B,750,CYBERSPACE,,,IC,Invest Cont,354,,,,100 W  71ST                         ST,,33.9756,-118.2739
221515656,10/01/2022 12:00:00 AM,02/22/2020 12:00:00 AM,0745,15,N Hollywood,1548,2,354,THEFT OF IDENTITY,0377,34,M,B,116,OTHER/OUTSIDE,,,IC,Invest Cont,354,,,,11100    CHANDLER                     BL,,34.1681,-118.3725
220404758,01/25/2022 12:00:00 AM,04/12/2020 12:00:00 AM,1800,04,Hollenbeck,0416,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",0913 0400 0443,51,M,O,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,956,,,,1000    MONTECITO                    DR,,34.088,-118.1998
230106509,02/07/2023 12:00:00 AM,03/07/2020 12:00:00 AM,1506,01,Central,0131,2,354,THEFT OF IDENTITY,0929 1822,32,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,100 S  FIGUEROA                     ST,,34.0569,-118.254
221307738,03/08/2022 12:00:00 AM,02/15/2020 12:00:00 AM,1130,13,Newton,1377,2,354,THEFT OF IDENTITY,0100,31,M,H,750,CYBERSPACE,,,IC,Invest Cont,354,,,,5500    MORGAN                       AV,,33.993,-118.2446
231221484,10/17/2023 12:00:00 AM,07/16/2020 12:00:00 AM,1730,12,77th Street,1269,2,354,THEFT OF IDENTITY,0100 0929 0930 1822,30,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,8300    AVALON                       BL,,33.9637,-118.2651
221014385,09/23/2022 12:00:00 AM,09/21/2020 12:00:00 AM,0600,10,West Valley,1006,2,354,THEFT OF IDENTITY,1822 0924,-1,M,W,702,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,354,,,,7600    LOUISE                       AV,,34.2147,-118.5142
212111298,07/12/2021 12:00:00 AM,11/04/2020 12:00:00 AM,0900,21,Topanga,2196,2,354,THEFT OF IDENTITY,0377 0928 1202,72,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,4600    MORRO                        DR,,34.1537,-118.5905
221322193,12/09/2022 12:00:00 AM,06/09/2020 12:00:00 AM,2035,13,Newton,1373,2,354,THEFT OF IDENTITY,0100,39,M,B,203,OTHER BUSINESS,,,IC,Invest Cont,354,,,,700 E  56TH                         ST,,33.9916,-118.2628
221918167,12/20/2022 12:00:00 AM,12/19/2020 12:00:00 AM,1900,19,Mission,1966,1,330,BURGLARY FROM VEHICLE,0344 1307 0352 1822 1302 1609,27,F,H,740,OTHER PLACE OF WORSHIP,,,IC,Invest Cont,330,,,,14300    TUPPER                       ST,,34.2389,-118.4449
210206749,03/08/2021 12:00:00 AM,11/27/2020 12:00:00 AM,1125,02,Rampart,0281,2,354,THEFT OF IDENTITY,0100 1822,30,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1100 S  WESTLAKE                     AV,,34.0491,-118.2823
230114590,06/20/2023 12:00:00 AM,02/01/2020 12:00:00 AM,1200,01,Central,0111,2,354,THEFT OF IDENTITY,0922,25,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,600 N  HILL                         PL,,34.0599,-118.2426
212106349,01/14/2021 12:00:00 AM,10/14/2020 12:00:00 AM,1015,21,Topanga,2185,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,53,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,341,,,,22100    CLARENDON                    ST,,34.1696,-118.6102
221208508,03/22/2022 12:00:00 AM,10/15/2020 12:00:00 AM,1200,12,77th Street,1268,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,GRAND                        AV,84TH                         ST,33.964,-118.2739
211404448,01/06/2021 12:00:00 AM,12/20/2020 12:00:00 AM,2300,14,Pacific,1441,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,22,F,W,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,2500    PACIFIC                      AV,,33.9826,-118.4681
241204450,01/06/2024 12:00:00 AM,05/06/2020 12:00:00 AM,1440,12,77th Street,1251,2,354,THEFT OF IDENTITY,0100 0922 0929 1822,26,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,3200 W  78TH                         PL,,33.9682,-118.3287
220315466,08/21/2022 12:00:00 AM,08/20/2020 12:00:00 AM,1330,03,Southwest,0363,1,330,BURGLARY FROM VEHICLE,1300 1307 1822,29,F,H,708,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),,,IC,Invest Cont,330,,,,3800    SANTA ROSALIA                DR,,34.0104,-118.3398
221222292,10/25/2022 12:00:00 AM,10/25/2020 12:00:00 AM,0200,12,77th Street,1283,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,9200    LA SALLE                     AV,,33.9527,-118.3058
222019110,10/12/2022 12:00:00 AM,02/09/2020 12:00:00 AM,1205,20,Olympic,2005,2,354,THEFT OF IDENTITY,0929 0930 1822 0100 0922,50,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,500 N  KINGSLEY                     DR,,34.0799,-118.3034
221107379,04/01/2022 12:00:00 AM,06/10/2020 12:00:00 AM,1140,11,Northeast,1116,2,354,THEFT OF IDENTITY,0100 1822 0928,34,M,W,248,CELL PHONE STORE,,,IC,Invest Cont,354,,,,600    MILO                         TR,,34.1122,-118.2077
231613718,11/03/2023 12:00:00 AM,12/20/2020 12:00:00 AM,1200,16,Foothill,1637,2,354,THEFT OF IDENTITY,1803 1501,54,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,10800    BETTY LOU                    LN,,34.266,-118.3004
221410135,05/03/2022 12:00:00 AM,08/19/2020 12:00:00 AM,0830,14,Pacific,1414,2,354,THEFT OF IDENTITY,0377,37,M,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,600    ROSE                         AV,,33.9991,-118.4721
221822190,12/14/2022 12:00:00 AM,06/16/2020 12:00:00 AM,0920,18,Southeast,1838,2,354,THEFT OF IDENTITY,1822 0100 0930 0928 0922,45,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1900 S  SANTA ANA                    BL,,33.9399,-118.2362
231405764,02/10/2023 12:00:00 AM,01/01/2020 12:00:00 AM,0001,14,Pacific,1457,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0522,14,M,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,12400    ALLIN                        ST,,33.9884,-118.4177
231004261,01/05/2023 12:00:00 AM,01/02/2020 12:00:00 AM,1800,10,West Valley,1029,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1822 0344 1300,30,F,O,707,GARAGE/CARPORT,,,IC,Invest Cont,420,,,,7100    WOODLEY                      AV,,34.1994,-118.4837
220808005,04/07/2022 12:00:00 AM,03/08/2020 12:00:00 AM,0001,08,West LA,0832,2,354,THEFT OF IDENTITY,0100 1822,34,F,K,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,11800    DARLINGTON                   AV,,34.0513,-118.4659
220108255,03/14/2022 12:00:00 AM,01/01/2020 12:00:00 AM,0420,01,Central,0182,2,354,THEFT OF IDENTITY,1822 0928,22,M,V,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1200 S  HOPE                         ST,,34.0408,-118.2644
220412117,08/15/2022 12:00:00 AM,06/03/2020 12:00:00 AM,0005,04,Hollenbeck,0427,2,354,THEFT OF IDENTITY,0100,34,F,K,750,CYBERSPACE,,,IC,Invest Cont,354,,,,4700    TEMPLETON                    ST,,34.0821,-118.1811
221110194,06/08/2022 12:00:00 AM,01/22/2020 12:00:00 AM,0815,11,Northeast,1189,2,354,THEFT OF IDENTITY,0100 0917 0928 0929 0922 0930,44,M,H,602,BANK,,,IC,Invest Cont,354,,,,3500    ARROYO SECO                  AV,,34.0878,-118.2151
230704850,01/21/2023 12:00:00 AM,01/23/2020 12:00:00 AM,1000,07,Wilshire,0737,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,300 S  ORANGE                       DR,,34.0689,-118.3419
231109377,05/25/2023 12:00:00 AM,05/08/2020 12:00:00 AM,2359,11,Northeast,1124,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1501,0,X,X,726,POLICE FACILITY,,,IC,Invest Cont,845,,,,3300    SAN FERNANDO                 RD,,34.118,-118.2489
222110400,06/11/2022 12:00:00 AM,04/19/2020 12:00:00 AM,1430,21,Topanga,2138,2,354,THEFT OF IDENTITY,1822 0928 0929,33,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,20500    LEADWELL                     ST,,34.2039,-118.5808
230916996,12/02/2023 12:00:00 AM,07/01/2020 12:00:00 AM,0800,09,Van Nuys,0906,2,649,DOCUMENT FORGERY / STOLEN FELONY,1822,64,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,649,,,,7200    TYRONE                       AV,,34.2012,-118.4444
231223987,11/27/2023 12:00:00 AM,06/20/2020 12:00:00 AM,2045,12,77th Street,1283,2,354,THEFT OF IDENTITY,0100 0922 0929 1822,24,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,2100 W  94TH                         PL,,33.9505,-118.3154
232015967,09/27/2023 12:00:00 AM,09/11/2020 12:00:00 AM,1800,20,Olympic,2022,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0913 0558 0522 0500,10,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,300 S  MANHATTAN                    PL,,34.069,-118.3104
212115371,10/18/2021 12:00:00 AM,11/19/2020 12:00:00 AM,1717,21,Topanga,2157,2,354,THEFT OF IDENTITY,,65,F,W,605,AUTOMATED TELLER MACHINE (ATM),,,IC,Invest Cont,354,,,,20300    HAMLIN                       ST,,34.1907,-118.5753
231009996,05/19/2023 12:00:00 AM,01/03/2020 12:00:00 AM,1625,10,West Valley,1017,2,354,THEFT OF IDENTITY,1822 0928 0100,33,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,7500    OSTROM                       AV,,34.2062,-118.5076
221704065,01/04/2022 12:00:00 AM,12/15/2020 12:00:00 AM,1400,17,Devonshire,1718,2,662,"BUNCO, GRAND THEFT",0701 1202 0100 0344,67,F,F,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,662,,,,16000    SAN FERNANDO MISSION         BL,,34.2754,-118.4782
221107905,04/15/2022 12:00:00 AM,12/16/2020 12:00:00 AM,1819,11,Northeast,1124,2,354,THEFT OF IDENTITY,0930 0100 1822,48,M,H,243,"DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE)",,,IC,Invest Cont,354,,,,3000    ROSWELL                      ST,,34.1141,-118.2451
221906797,03/10/2022 12:00:00 AM,06/30/2020 12:00:00 AM,0700,19,Mission,1917,2,354,THEFT OF IDENTITY,0913 0377 0555,28,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,14000    ASTORIA                      ST,,34.312,-118.4382
221610929,07/30/2022 12:00:00 AM,07/01/2020 12:00:00 AM,1200,16,Foothill,1695,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1259 0448,12,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,627,,,,11000    ARMINTA                      ST,,34.2139,-118.3703
231321739,12/08/2023 12:00:00 AM,02/20/2020 12:00:00 AM,0915,13,Newton,1364,2,354,THEFT OF IDENTITY,0100,33,F,B,101,STREET,,,IC,Invest Cont,354,,,,1100 E  52ND                         ST,,33.996,-118.2565
220810198,05/31/2022 12:00:00 AM,07/01/2020 12:00:00 AM,1600,08,West LA,0889,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,2000 S  SHERBOURNE                   DR,,34.0414,-118.3825
220718228,12/25/2022 12:00:00 AM,07/21/2020 12:00:00 AM,0120,07,Wilshire,0773,2,354,THEFT OF IDENTITY,0922,55,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1900 S  BURNSIDE                     AV,,34.0419,-118.3572
220513949,09/20/2022 12:00:00 AM,08/12/2020 12:00:00 AM,0800,05,Harbor,0521,2,354,THEFT OF IDENTITY,0377,25,M,W,751,WEBSITE,,,IC,Invest Cont,354,,,,800    MILLMARK GROVE               ST,,33.7596,-118.2953
220510809,06/30/2022 12:00:00 AM,06/22/2020 12:00:00 AM,1220,05,Harbor,0514,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",0913,38,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956,,,,1600 N  WILMINGTON                   BL,,33.7897,-118.2787
231306523,02/18/2023 12:00:00 AM,11/01/2020 12:00:00 AM,1200,13,Newton,1383,2,354,THEFT OF IDENTITY,1822 0928,27,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,6000 S  MAIN                         ST,,33.9851,-118.2739
220515053,10/19/2022 12:00:00 AM,07/10/2020 12:00:00 AM,1500,05,Harbor,0555,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1801 0913 1258 0522,7,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,200 N  GRAND                        AV,,33.7442,-118.2901
221612872,09/30/2022 12:00:00 AM,09/29/2020 12:00:00 AM,1130,16,Foothill,1612,2,624,BATTERY - SIMPLE ASSAULT,0416 0446,28,M,H,517,MISSIONS/SHELTERS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,11000    NORRIS                       AV,,34.2704,-118.4162
212005882,02/22/2021 12:00:00 AM,07/20/2020 12:00:00 AM,1200,20,Olympic,2024,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0913 0329 0344 1309 0360,53,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,500 S  WESTERN                      AV,,34.0642,-118.3091
230606590,02/20/2023 12:00:00 AM,01/01/2020 12:00:00 AM,1340,06,Hollywood,0632,2,354,THEFT OF IDENTITY,1822 1501,23,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,8500    APPIAN                       WY,,34.1074,-118.3786
231212326,05/19/2023 12:00:00 AM,03/19/2020 12:00:00 AM,0400,12,77th Street,1232,2,354,THEFT OF IDENTITY,0377,61,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,3100 W  59TH                         PL,,33.9863,-118.3264
221319009,10/07/2022 12:00:00 AM,10/07/2020 12:00:00 AM,2250,13,Newton,1326,2,354,THEFT OF IDENTITY,0100,51,M,H,750,CYBERSPACE,,,IC,Invest Cont,354,,,,2700    HOOPER                       AV,,34.0157,-118.2509
221214276,06/03/2022 12:00:00 AM,03/03/2020 12:00:00 AM,1250,12,77th Street,1273,2,354,THEFT OF IDENTITY,0100 0930,50,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,8900 S  HARVARD                      BL,,33.9563,-118.3069
221223354,11/12/2022 12:00:00 AM,09/01/2020 12:00:00 AM,1200,12,77th Street,1218,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,0913 0556 1258 0510 0522 0528 0515,12,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812,815,,,900 W  54TH                         ST,,33.9932,-118.2897
201909255,04/29/2020 12:00:00 AM,04/28/2020 12:00:00 AM,1700,19,Mission,1952,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,9900    SEPULVEDA                    BL,,34.2537,-118.4698
221110474,06/16/2022 12:00:00 AM,06/15/2020 12:00:00 AM,2000,11,Northeast,1132,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,0522 0503 0913 1817,8,F,H,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,814,815,,3400    RIVERSIDE                    DR,,34.1161,-118.271
240904082,01/03/2024 12:00:00 AM,07/07/2020 12:00:00 AM,1200,09,Van Nuys,0914,2,354,THEFT OF IDENTITY,0377,39,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,6800    KESTER                       AV,,34.1939,-118.4574
221313546,06/27/2022 12:00:00 AM,11/12/2020 12:00:00 AM,1200,13,Newton,1377,2,354,THEFT OF IDENTITY,1822 0100,24,F,B,750,CYBERSPACE,,,IC,Invest Cont,354,,,,1500 E  55TH                         ST,,33.993,-118.2478
241204448,01/05/2024 12:00:00 AM,08/19/2020 12:00:00 AM,1830,12,77th Street,1258,2,354,THEFT OF IDENTITY,0100 0929 0930 1822,30,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,200 W  75TH                         ST,,33.9718,-118.2765
220710490,04/09/2022 12:00:00 AM,08/20/2020 12:00:00 AM,2144,07,Wilshire,0759,2,354,THEFT OF IDENTITY,0929 0922,44,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,3700 W  PICO                         BL,,34.0495,-118.3215
221322933,12/16/2022 12:00:00 AM,07/16/2020 12:00:00 AM,1730,13,Newton,1385,2,354,THEFT OF IDENTITY,0377,64,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,300 E  59TH                         PL,,33.9861,-118.2696
211704018,12/31/2020 12:00:00 AM,12/30/2020 12:00:00 AM,1140,17,Devonshire,1782,2,624,BATTERY - SIMPLE ASSAULT,1300 1817 0429 0444 0913 0448,30,M,A,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,8900    WINNETKA                     AV,,34.2318,-118.5711
230506258,03/01/2023 12:00:00 AM,07/22/2020 12:00:00 AM,2000,05,Harbor,0567,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",0913 1259 0533,14,F,X,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,810,,,,400 W  16TH                         ST,,33.7297,-118.2858
222115311,10/12/2022 12:00:00 AM,11/19/2020 12:00:00 AM,1200,21,Topanga,2107,2,354,THEFT OF IDENTITY,1822,51,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,8400    DE SOTO                      AV,,34.2222,-118.5885
231907171,03/21/2023 12:00:00 AM,03/15/2020 12:00:00 AM,1200,19,Mission,1983,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1259 1801 1817 0913 0503,14,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812,860,,,8500    COLUMBUS                     AV,,34.2246,-118.4654
220717331,12/03/2022 12:00:00 AM,11/18/2020 12:00:00 AM,1350,07,Wilshire,0782,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,46,F,P,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,440,,,,5900    BURCHARD                     AV,,34.0365,-118.3734
221322196,12/09/2022 12:00:00 AM,02/09/2020 12:00:00 AM,0545,13,Newton,1393,2,354,THEFT OF IDENTITY,0100,19,M,B,802,MUNICIPAL BUS LINE INCLUDES LADOT/DASH,,,IC,Invest Cont,354,,,,6900 S  MAIN                         ST,,33.9786,-118.2761
220808996,05/02/2022 12:00:00 AM,12/30/2020 12:00:00 AM,0001,08,West LA,0823,2,354,THEFT OF IDENTITY,0100 0928 1822,68,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,300    VIA DE LA PAZ,,34.0363,-118.5298
