DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
231109831,06/06/2023 12:00:00 AM,04/02/2020 12:00:00 AM,2359,11,Northeast,1124,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1501,0,X,X,726,POLICE FACILITY,,,AA,Adult Arrest,845,,,,3300    SAN FERNANDO                 RD,,34.118,-118.2489
221225690,12/19/2022 12:00:00 AM,05/01/2020 12:00:00 AM,0105,12,77th Street,1232,2,354,THEFT OF IDENTITY,0929 1822 0930,36,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,5800    CRENSHAW                     BL,,33.989,-118.3308
221611890,08/30/2022 12:00:00 AM,02/09/2020 12:00:00 AM,0001,16,Foothill,1654,2,354,THEFT OF IDENTITY,1501 1822,23,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,12300    OSBORNE                      ST,,34.2647,-118.4019
210908888,05/04/2021 12:00:00 AM,11/12/2020 12:00:00 AM,1925,09,Van Nuys,0909,2,354,THEFT OF IDENTITY,1501 1822,45,F,W,203,OTHER BUSINESS,,,IC,Invest Cont,354,,,,13800    COHASSET                     ST,,34.2066,-118.4341
210404363,01/11/2021 12:00:00 AM,12/18/2020 12:00:00 AM,1230,04,Hollenbeck,0478,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,0,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,341,,,,3400    WHITTIER                     BL,,34.0276,-118.2005
220106106,02/06/2022 12:00:00 AM,11/20/2020 12:00:00 AM,2300,01,Central,0145,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0416 0400 0913,25,F,O,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,100    WINSTON                      ST,,34.0476,-118.2477
222105712,02/13/2022 12:00:00 AM,01/01/2020 12:00:00 AM,1010,21,Topanga,2103,2,354,THEFT OF IDENTITY,0928,25,M,O,504,OTHER RESIDENCE,,,IC,Invest Cont,354,,,,22100    LONDELIUS                    ST,,34.229,-118.6084
230217098,08/21/2023 12:00:00 AM,12/01/2020 12:00:00 AM,2220,02,Rampart,0271,2,354,THEFT OF IDENTITY,1822 0929 0930,47,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,900 S  LAKE                         ST,,34.0539,-118.2799
221607826,05/01/2022 12:00:00 AM,04/01/2020 12:00:00 AM,1400,16,Foothill,1617,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0360 0913 1258 0500,6,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,760,812,,,11000    QUILL                        AV,,34.2692,-118.3166
231505624,02/09/2023 12:00:00 AM,08/06/2020 12:00:00 AM,1025,15,N Hollywood,1545,2,354,THEFT OF IDENTITY,1501 1822,52,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,5100    COLFAX                       AV,,34.1649,-118.3921
221405000,01/19/2022 12:00:00 AM,03/02/2020 12:00:00 AM,1020,14,Pacific,1424,2,354,THEFT OF IDENTITY,1501,37,M,W,710,OTHER PREMISE,,,IC,Invest Cont,354,,,,3100 S  BARRINGTON                   AV,,34.0167,-118.4382
220711710,07/15/2022 12:00:00 AM,03/04/2020 12:00:00 AM,2220,07,Wilshire,0732,2,354,THEFT OF IDENTITY,0100 1822,66,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,6300 W  5TH                          ST,,34.0678,-118.3645
221009305,05/17/2022 12:00:00 AM,06/01/2020 12:00:00 AM,1000,10,West Valley,1065,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",0913 1814 1912,42,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,956,,,,5300    YARMOUTH                     AV,,34.167,-118.5203
220610693,05/23/2022 12:00:00 AM,08/05/2020 12:00:00 AM,1336,06,Hollywood,0645,2,354,THEFT OF IDENTITY,1822 0928,34,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1700 N  SYCAMORE                     AV,,34.1015,-118.3434
221806712,02/28/2022 12:00:00 AM,01/01/2020 12:00:00 AM,0700,18,Southeast,1822,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0913 0360 0500 0551 1258,8,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812,860,,,10300 S  MAIN                         ST,,33.9429,-118.2739
221706362,03/08/2022 12:00:00 AM,06/01/2020 12:00:00 AM,1200,17,Devonshire,1781,2,662,"BUNCO, GRAND THEFT",,59,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,662,,,,20900    GRESHAM                      ST,,34.2306,-118.5885
221305642,02/03/2022 12:00:00 AM,05/01/2020 12:00:00 AM,0800,13,Newton,1395,2,354,THEFT OF IDENTITY,0100,42,F,H,101,STREET,,,IC,Invest Cont,354,,,,67TH                         ST,CENTRAL                      AV,33.9784,-118.263
221806711,02/28/2022 12:00:00 AM,01/01/2020 12:00:00 AM,0700,18,Southeast,1822,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,0913 0360 1257 0500 0522 0515,2,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812,815,,,10300 S  MAIN                         ST,,33.9429,-118.2739
231010971,06/30/2023 12:00:00 AM,01/18/2020 12:00:00 AM,1435,10,West Valley,1028,2,354,THEFT OF IDENTITY,1822 0930 0928,47,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,6400    BALBOA                       BL,,34.1866,-118.5011
220804236,01/04/2022 12:00:00 AM,12/01/2020 12:00:00 AM,0700,08,West LA,0895,2,954,CONTRIBUTING,1259 1279,13,F,B,514,GROUP HOME,,,IC,Invest Cont,954,,,,3200    MOTOR                        AV,,34.031,-118.411
221505658,02/08/2022 12:00:00 AM,07/02/2020 12:00:00 AM,1300,15,N Hollywood,1566,2,354,THEFT OF IDENTITY,0377,52,F,W,602,BANK,,,IC,Invest Cont,354,,,,10900    BLOOMFIELD                   ST,,34.1493,-118.3682
230610642,06/02/2023 12:00:00 AM,07/25/2020 12:00:00 AM,1835,06,Hollywood,0631,2,354,THEFT OF IDENTITY,1822 0922 0929 0930 0935,55,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1700    SUNSET PLAZA                 DR,,34.0986,-118.388
221715285,10/26/2022 12:00:00 AM,01/01/2020 12:00:00 AM,1200,17,Devonshire,1708,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0602 1258 0416 0553,5,M,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,627,,,,12000    SUSAN                        DR,,34.288,-118.4971
231715425,09/20/2023 12:00:00 AM,09/19/2020 12:00:00 AM,2000,17,Devonshire,1797,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,707,GARAGE/CARPORT,,,IC,Invest Cont,420,,,,16700    PARTHENIA                    ST,,34.2285,-118.4958
210708528,05/07/2021 12:00:00 AM,04/07/2020 12:00:00 AM,0620,07,Wilshire,0789,2,900,VIOLATION OF COURT ORDER,2038,71,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,900,,,,2000    4TH                          AV,,34.0385,-118.3213
220907962,04/14/2022 12:00:00 AM,01/01/2020 12:00:00 AM,1200,09,Van Nuys,0914,2,354,THEFT OF IDENTITY,1822 1501,17,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,14900    VANOWEN                      ST,,34.1976,-118.4574
231513527,08/11/2023 12:00:00 AM,08/11/2020 12:00:00 AM,1615,15,N Hollywood,1525,2,354,THEFT OF IDENTITY,0377,36,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,6100    RADFORD                      AV,,34.1812,-118.3921
220617754,10/16/2022 12:00:00 AM,09/29/2020 12:00:00 AM,1130,06,Hollywood,0638,2,354,THEFT OF IDENTITY,1822,37,F,W,203,OTHER BUSINESS,,,IC,Invest Cont,354,,,,1700    CANYON                       DR,,34.1028,-118.3158
220613819,07/27/2022 12:00:00 AM,12/08/2020 12:00:00 AM,0656,06,Hollywood,0632,2,354,THEFT OF IDENTITY,1202 0377 1822 1501 0929 0930,58,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1500 N  FAIRFAX                      AV,,34.104,-118.3755
221707353,02/15/2022 12:00:00 AM,08/04/2020 12:00:00 AM,1800,17,Devonshire,1703,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1202 0361 0913 0603,62,M,C,504,OTHER RESIDENCE,,,AO,Adult Other,740,,,,19100    DERWENT                      PL,,34.296,-118.5502
221806077,02/15/2022 12:00:00 AM,11/01/2020 12:00:00 AM,1000,18,Southeast,1822,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344 1274,26,M,B,101,STREET,,,IC,Invest Cont,331,,,,103RD                        ST,BROADWAY,33.9428,-118.2784
231415437,08/03/2023 12:00:00 AM,04/22/2020 12:00:00 AM,1700,14,Pacific,1435,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1813 0416 0429 0417,45,F,O,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,3600    MCLAUGHLIN                   AV,,34.0124,-118.4276
221310643,05/04/2022 12:00:00 AM,06/03/2020 12:00:00 AM,1425,13,Newton,1325,2,354,THEFT OF IDENTITY,0930 1822 0100,26,F,H,750,CYBERSPACE,,,IC,Invest Cont,354,,,,2600    NAOMI                        AV,,34.0177,-118.2525
222006040,02/16/2022 12:00:00 AM,02/12/2020 12:00:00 AM,0945,20,Olympic,2071,2,354,THEFT OF IDENTITY,0930 0929 1822,36,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,3200 W  PICO                         BL,,34.0472,-118.3116
231910853,06/24/2023 12:00:00 AM,08/28/2020 12:00:00 AM,1145,19,Mission,1921,2,354,THEFT OF IDENTITY,0922 0930 1822,49,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,15200    NURMI                        ST,,34.2966,-118.4644
221511143,06/15/2022 12:00:00 AM,11/19/2020 12:00:00 AM,0719,15,N Hollywood,1543,2,354,THEFT OF IDENTITY,0377 1822 0930,54,F,H,602,BANK,,,IC,Invest Cont,354,,,,5300    CORTEEN                      PL,,34.1667,-118.402
231611060,08/14/2023 12:00:00 AM,07/06/2020 12:00:00 AM,0655,16,Foothill,1678,2,354,THEFT OF IDENTITY,0922 0929 0930 1822,44,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,8800    BLUFFDALE                    DR,,34.2286,-118.3608
231708351,03/23/2023 12:00:00 AM,11/01/2020 12:00:00 AM,0001,17,Devonshire,1705,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1202 0913 1803 0930 0924,70,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,668,,,,12900    JOLETTE                      AV,,34.3045,-118.5155
231804935,01/17/2023 12:00:00 AM,01/05/2020 12:00:00 AM,0900,18,Southeast,1822,2,354,THEFT OF IDENTITY,0100 0930 1822,54,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,200 W  93RD                         ST,,33.9519,-118.2762
231507204,03/18/2023 12:00:00 AM,12/15/2020 12:00:00 AM,1500,15,N Hollywood,1555,2,354,THEFT OF IDENTITY,0930 1822,37,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,11000    OTSEGO                       ST,,34.163,-118.3706
222011043,06/11/2022 12:00:00 AM,05/01/2020 12:00:00 AM,0001,20,Olympic,2081,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906 1266 1817,45,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,956,,,,1800 S  ST ANDREWS                   PL,,34.0408,-118.3115
221216573,07/15/2022 12:00:00 AM,05/15/2020 12:00:00 AM,1615,12,77th Street,1215,2,354,THEFT OF IDENTITY,0100,53,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1200 W  56TH                         ST,,33.9915,-118.2959
231716371,10/11/2023 12:00:00 AM,01/01/2020 12:00:00 AM,2020,17,Devonshire,1749,2,354,THEFT OF IDENTITY,0929 1822 0928,55,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,10500    WOODLEY                      AV,,34.261,-118.4848
230904576,01/17/2023 12:00:00 AM,06/25/2020 12:00:00 AM,1700,09,Van Nuys,0946,2,354,THEFT OF IDENTITY,1501 1822,52,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,5700    MATILIJA                     AV,,34.1739,-118.4334
220613587,07/23/2022 12:00:00 AM,10/24/2020 12:00:00 AM,0001,06,Hollywood,0666,2,354,THEFT OF IDENTITY,1822 0929 0930,27,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,6200 W  SUNSET                       BL,,34.098,-118.3237
231304936,01/17/2023 12:00:00 AM,11/17/2020 12:00:00 AM,1250,13,Newton,1313,2,354,THEFT OF IDENTITY,0100,50,F,W,750,CYBERSPACE,,,IC,Invest Cont,354,,,,900 E  15TH                         ST,,34.0293,-118.2526
231008955,05/09/2023 12:00:00 AM,01/09/2020 12:00:00 AM,0001,10,West Valley,1028,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416 0913 0552 0419,3,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,627,,,,16500    VANOWEN                      ST,,34.1939,-118.4924
221810128,05/03/2022 12:00:00 AM,06/22/2020 12:00:00 AM,0815,18,Southeast,1821,2,354,THEFT OF IDENTITY,1822,33,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,700 W  CENTURY                      BL,,33.9455,-118.287
221718119,12/21/2022 12:00:00 AM,01/01/2020 12:00:00 AM,2100,17,Devonshire,1701,1,121,"RAPE, FORCIBLE",2000 0527 0913 0500 2021 1813 0400,36,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,20400    BIRMINGHAM                   WY,,34.2831,-118.5807
230312512,06/21/2023 12:00:00 AM,07/09/2020 12:00:00 AM,1435,03,Southwest,0357,2,354,THEFT OF IDENTITY,0100 0917 0922 0928 0929 0930 1822,23,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,3600 S  NORMANDIE                    AV,,34.0228,-118.3002
230117531,08/07/2023 12:00:00 AM,08/07/2020 12:00:00 AM,1400,01,Central,0135,1,330,BURGLARY FROM VEHICLE,1822 1300 1202 0344,57,F,B,108,PARKING LOT,,,IC,Invest Cont,330,,,,3RD,MAIN,34.0495,-118.2459
220710103,06/06/2022 12:00:00 AM,08/01/2020 12:00:00 AM,1200,07,Wilshire,0733,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906,30,F,A,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,956,,,,5700 W  6TH                          ST,,34.0649,-118.3525
220105454,01/25/2022 12:00:00 AM,09/02/2020 12:00:00 AM,1900,01,Central,0159,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1822 1300,36,M,W,108,PARKING LOT,,,IC,Invest Cont,745,,,,1800    INDUSTRIAL                   ST,,34.0358,-118.2345
221110794,06/22/2022 12:00:00 AM,01/20/2020 12:00:00 AM,0510,11,Northeast,1141,2,354,THEFT OF IDENTITY,0100 1501 1822 0917,21,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1800 N  ALEXANDRIA                   AV,,34.1036,-118.2983
221000883,09/21/2022 12:00:00 AM,05/01/2020 12:00:00 AM,0001,10,West Valley,1037,2,860,BATTERY WITH SEXUAL CONTACT,0913 2021 0400 1251 0522,16,F,H,721,HIGH SCHOOL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,860,,,,17000    HAYNES                       ST,,34.1894,-118.5074
230314458,08/01/2023 12:00:00 AM,02/01/2020 12:00:00 AM,0120,03,Southwest,0338,2,354,THEFT OF IDENTITY,1822 0100 0922 0929 0930 0928,28,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,3000 S  VERMONT                      AV,,34.0275,-118.2915
232010431,05/17/2023 12:00:00 AM,01/01/2020 12:00:00 AM,1200,20,Olympic,2055,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1814 2000 0416,35,F,B,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,FEDORA                       ST,11TH                         ST,34.0509,-118.2979
220709236,05/15/2022 12:00:00 AM,10/28/2020 12:00:00 AM,1200,07,Wilshire,0734,2,354,THEFT OF IDENTITY,0928 0931,33,F,K,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,300 S  CURSON                       AV,,34.0688,-118.3552
220207142,03/12/2022 12:00:00 AM,01/15/2020 12:00:00 AM,0800,02,Rampart,0235,2,860,BATTERY WITH SEXUAL CONTACT,0522 1258 0602 0360 0551 0913,8,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,200 N  CARONDELET                   ST,,34.0702,-118.2741
222019482,12/20/2022 12:00:00 AM,12/20/2020 12:00:00 AM,1330,20,Olympic,2056,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0913 0329,-1,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,745,,,,1100 S  VERMONT                      AV,,34.0509,-118.2937
221916494,11/02/2022 12:00:00 AM,11/02/2020 12:00:00 AM,1225,19,Mission,1994,2,940,EXTORTION,1915,21,M,H,751,WEBSITE,,,IC,Invest Cont,940,,,,14500    LANARK                       ST,,34.2184,-118.4547
220917796,12/28/2022 12:00:00 AM,11/01/2020 12:00:00 AM,1735,09,Van Nuys,0926,2,354,THEFT OF IDENTITY,0923 0926 0928 0930 0922 0929 0935 1822,40,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,6600    VAN NUYS                     BL,,34.1903,-118.4399
210705163,12/26/2020 12:00:00 AM,12/18/2020 12:00:00 AM,1830,07,Wilshire,0734,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,22,M,W,125,PAY PHONE,,,IC,Invest Cont,440,,,,400 S  BURNSIDE                     AV,,34.0662,-118.3506
232108067,04/17/2023 12:00:00 AM,04/17/2020 12:00:00 AM,0955,21,Topanga,2133,2,354,THEFT OF IDENTITY,,45,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,23300    KESWICK                      ST,,34.2102,-118.6355
222005167,01/06/2022 12:00:00 AM,12/01/2020 12:00:00 AM,1945,20,Olympic,2001,2,354,THEFT OF IDENTITY,1822 0929,53,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,600 N  PLYMOUTH                     BL,,34.0817,-118.3206
221004454,01/13/2022 12:00:00 AM,01/14/2020 12:00:00 AM,0600,10,West Valley,1015,2,354,THEFT OF IDENTITY,1822 0930,43,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,7500    YARMOUTH                     AV,,34.2068,-118.5197
221709079,03/21/2022 12:00:00 AM,01/22/2020 12:00:00 AM,0800,17,Devonshire,1745,2,354,THEFT OF IDENTITY,1822,43,F,H,145,MAIL BOX,,,IC,Invest Cont,354,,,,17900    HIAWATHA                     ST,,34.2591,-118.5233
232104840,01/18/2023 12:00:00 AM,12/01/2020 12:00:00 AM,1200,21,Topanga,2101,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416 0400 0913 0552,14,F,O,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,627,,,,9300    GLADE                        AV,,34.2393,-118.609
231208405,02/24/2023 12:00:00 AM,02/24/2020 12:00:00 AM,1210,12,77th Street,1265,2,354,THEFT OF IDENTITY,0100 0923 0930 0928 0929 0922 1822,41,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1500 W  84TH                         PL,,33.9618,-118.3025
221407872,03/20/2022 12:00:00 AM,04/01/2020 12:00:00 AM,1200,14,Pacific,1453,1,310,BURGLARY,0397 1501,65,F,O,221,PUBLIC STORAGE,,,IC,Invest Cont,310,,,,4000    GLENCOE                      AV,,33.9918,-118.4446
231306429,02/16/2023 12:00:00 AM,01/01/2020 12:00:00 AM,1410,13,Newton,1362,2,354,THEFT OF IDENTITY,0100,30,F,H,750,CYBERSPACE,,,IC,Invest Cont,354,,,,4700    WALL                         ST,,34.0011,-118.2718
221407832,03/18/2021 12:00:00 AM,12/14/2020 12:00:00 AM,0805,14,Pacific,1496,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",,0,,,203,OTHER BUSINESS,,,IC,Invest Cont,668,,,,9700    AIRPORT                      BL,,33.9472,-118.3909
232110766,06/22/2023 12:00:00 AM,09/09/2020 12:00:00 AM,1300,21,Topanga,2189,2,662,"BUNCO, GRAND THEFT",,50,F,A,220,NAIL SALON,,,IC,Invest Cont,662,,,,20000    VENTURA                      BL,,34.1719,-118.5682
221307404,03/04/2022 12:00:00 AM,11/16/2020 12:00:00 AM,0200,13,Newton,1372,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 0446 2000 0416 1814,33,F,H,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,626,,,,200 E  55TH                         ST,,33.9924,-118.272
221211864,05/12/2022 12:00:00 AM,01/01/2020 12:00:00 AM,1200,12,77th Street,1233,1,121,"RAPE, FORCIBLE",1262 1259 2004 1251 1206 0527 1218 0913 0853,15,F,B,154,TRAIN TRACKS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,SLAUSON                      AV,WESTERN                      AV,33.9892,-118.3089
221715312,10/16/2022 12:00:00 AM,07/11/2020 12:00:00 AM,0200,17,Devonshire,1712,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 0913 2000 1813,30,M,O,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,11700    THUNDERBIRD                  AV,,34.2854,-118.5601
