DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
220813413,08/17/2022 12:00:00 AM,03/17/2020 12:00:00 AM,1555,08,West LA,0851,2,354,THEFT OF IDENTITY,0929 0923 0930,56,M,A,751,WEBSITE,,,IC,Invest Cont,354,,,,1500 S  BUNDY                        DR,,34.0405,-118.4633
231109634,06/01/2023 12:00:00 AM,09/11/2020 12:00:00 AM,2359,11,Northeast,1124,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1501,0,X,X,726,POLICE FACILITY,,,IC,Invest Cont,845,,,,3300    SAN FERNANDO                 RD,,34.118,-118.2489
220310688,05/15/2022 12:00:00 AM,08/02/2020 12:00:00 AM,0130,03,Southwest,0328,2,354,THEFT OF IDENTITY,0100 1202 0922 0929 0930 1822 0344,60,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,2900 S  HOOVER                       ST,,34.028,-118.284
231310841,05/17/2023 12:00:00 AM,02/22/2020 12:00:00 AM,0955,13,Newton,1361,2,354,THEFT OF IDENTITY,1822 1501,29,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,100 W  47TH                         ST,,34.001,-118.274
221307277,02/11/2022 12:00:00 AM,02/12/2020 12:00:00 AM,1205,13,Newton,1371,2,354,THEFT OF IDENTITY,0100,26,F,S,750,CYBERSPACE,,,IC,Invest Cont,354,,,,100 W  53RD                         ST,,33.9942,-118.274
232017416,10/30/2023 12:00:00 AM,08/25/2020 12:00:00 AM,1240,20,Olympic,2022,2,354,THEFT OF IDENTITY,0100 0922 0929 0930 1822,29,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,300 S  MANHATTAN                    PL,,34.069,-118.3104
221706832,03/21/2022 12:00:00 AM,03/21/2020 12:00:00 AM,0115,17,Devonshire,1781,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 1813 0416 1300 1310 0421 2000 2004 0408,35,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,DE SOTO                      AV,PARTHENIA                    ST,34.2282,-118.5885
202112289,08/03/2020 12:00:00 AM,07/30/2020 12:00:00 AM,1400,21,Topanga,2113,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,7600    SALE                         AV,,34.2083,-118.619
221008947,05/08/2022 12:00:00 AM,05/08/2020 12:00:00 AM,1206,10,West Valley,1017,2,354,THEFT OF IDENTITY,1822 0922,48,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,7200    LASAINE                      AV,,34.2021,-118.5109
221505374,02/04/2022 12:00:00 AM,08/01/2020 12:00:00 AM,1220,15,N Hollywood,1515,2,354,THEFT OF IDENTITY,1822,23,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,11700    WELBY                        WY,,34.193,-118.3889
220305685,02/08/2022 12:00:00 AM,02/02/2020 12:00:00 AM,2000,03,Southwest,0392,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,4400    11TH                         AV,,34.0037,-118.3294
210305239,12/30/2020 12:00:00 AM,12/29/2020 12:00:00 AM,2000,03,Southwest,0335,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385 1606 1822,42,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,331,,,,3000    7TH                          AV,,34.0261,-118.3248
221614254,11/13/2022 12:00:00 AM,01/01/2020 12:00:00 AM,0001,16,Foothill,1643,2,354,THEFT OF IDENTITY,1822 0917,22,F,H,751,WEBSITE,,,IC,Invest Cont,354,,,,10200    TELFAIR                      AV,,34.2554,-118.4169
221210224,04/14/2022 12:00:00 AM,05/06/2020 12:00:00 AM,1435,12,77th Street,1243,2,354,THEFT OF IDENTITY,0100 0929,47,M,B,506,ABANDONED BUILDING ABANDONED HOUSE,,,IC,Invest Cont,354,,,,6300 S  WESTERN                      AV,,33.9824,-118.309
231509915,05/18/2023 12:00:00 AM,01/01/2020 12:00:00 AM,0220,15,N Hollywood,1515,2,354,THEFT OF IDENTITY,1822,30,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,6800    MORELLA                      AV,,34.1939,-118.39
231311162,05/23/2023 12:00:00 AM,06/29/2020 12:00:00 AM,1800,13,Newton,1352,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822,43,F,H,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,341,,,,400 E  43RD                         ST,,34.0057,-118.2669
221916140,10/25/2022 12:00:00 AM,10/25/2020 12:00:00 AM,1200,19,Mission,1962,2,813,CHILD ANNOYING (17YRS & UNDER),0913 1817 1258 0522,10,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,813,,,,9200 N  SEPULVEDA                    BL,,34.2369,-118.4675
231813707,07/20/2023 12:00:00 AM,08/28/2020 12:00:00 AM,0001,18,Southeast,1846,2,354,THEFT OF IDENTITY,1822 1100 0930,51,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1300 E  IMPERIAL                     HY,,33.9323,-118.2502
231808628,03/27/2023 12:00:00 AM,08/27/2020 12:00:00 AM,2115,18,Southeast,1804,2,354,THEFT OF IDENTITY,0100 1822,33,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,700 N  CALIBURN                     DR,,33.9573,-118.2629
220814938,09/25/2022 12:00:00 AM,08/22/2020 12:00:00 AM,1800,08,West LA,0806,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0344 1300,42,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,442,,,,2000    ROSCOMARE                    RD,,34.1061,-118.4637
221212785,05/30/2022 12:00:00 AM,01/20/2020 12:00:00 AM,0800,12,77th Street,1258,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0913 2021,52,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740,,,,100 W  77TH                         ST,,33.9698,-118.2739
221606131,03/07/2022 12:00:00 AM,02/09/2020 12:00:00 AM,0900,16,Foothill,1693,2,354,THEFT OF IDENTITY,0929,57,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,7700    EL CAPRICE                   AV,,34.2105,-118.402
210805827,02/16/2021 12:00:00 AM,02/16/2020 12:00:00 AM,0430,08,West LA,0852,1,310,BURGLARY,1606 0344 0330 2004 1402 1420 0321,41,M,W,108,PARKING LOT,,,AA,Adult Arrest,310,,,,11700    SANTA MONICA                 BL,,34.0435,-118.4565
231220373,09/26/2023 12:00:00 AM,12/01/2020 12:00:00 AM,1200,12,77th Street,1258,1,121,"RAPE, FORCIBLE",,12,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,812,,,100 W  78TH                         ST,,33.9689,-118.2739
221010828,06/24/2022 12:00:00 AM,04/01/2020 12:00:00 AM,1200,10,West Valley,1025,2,932,PEEPING TOM,0913 0513,26,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,932,,,,6800    ETIWANDA                     AV,,34.1939,-118.5317
230114808,06/25/2023 12:00:00 AM,06/24/2020 12:00:00 AM,2230,01,Central,0111,1,352,PICKPOCKET,0344,28,F,H,735,NIGHT CLUB (OPEN EVENINGS ONLY),,,IC,Invest Cont,352,,,,600 N  SPRING                       ST,,34.0582,-118.2387
222113244,08/19/2022 12:00:00 AM,01/20/2020 12:00:00 AM,0001,21,Topanga,2157,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,VANOWEN,DE SOTO,34.1938,-118.5884
220704424,01/11/2022 12:00:00 AM,03/01/2020 12:00:00 AM,1425,07,Wilshire,0733,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,32,F,W,702,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,341,,,,5700    WILSHIRE                     BL,,34.0637,-118.3562
222017661,09/23/2022 12:00:00 AM,09/20/2020 12:00:00 AM,2030,20,Olympic,2049,2,624,BATTERY - SIMPLE ASSAULT,0416 0429 0913 0603 0917,52,F,K,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",305,FIXED OBJECT,IC,Invest Cont,624,,,,2700    FRANCIS                      AV,,34.0569,-118.2842
221516921,11/02/2022 12:00:00 AM,02/01/2020 12:00:00 AM,1200,15,N Hollywood,1567,2,354,THEFT OF IDENTITY,0377,41,M,W,604,FINANCE COMPANY,,,IC,Invest Cont,354,,,,4400    CARTWRIGHT                   AV,,34.1504,-118.3631
221607647,04/25/2022 12:00:00 AM,08/29/2020 12:00:00 AM,2300,16,Foothill,1613,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",0533 0522 0540 1259 1251 0913,12,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JO,Juv Other,810,,,,UNK FOOTHILL,DIVISION,34.2758,-118.4052
231609210,06/15/2023 12:00:00 AM,05/09/2020 12:00:00 AM,0905,16,Foothill,1695,2,354,THEFT OF IDENTITY,0377 0922 0929 0930 0935,20,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,7700    SATSUMA                      AV,,34.2103,-118.3671
220611494,06/08/2022 12:00:00 AM,03/12/2020 12:00:00 AM,1140,06,Hollywood,0667,2,624,BATTERY - SIMPLE ASSAULT,1822 0400 0416 1259,14,M,H,720,JUNIOR HIGH SCHOOL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,1300 N  BRONSON                      AV,,34.0944,-118.318
221506757,11/23/2021 12:00:00 AM,09/01/2020 12:00:00 AM,0001,15,N Hollywood,1589,2,354,THEFT OF IDENTITY,0377,32,M,O,605,AUTOMATED TELLER MACHINE (ATM),,,IC,Invest Cont,354,,,,3600    BARHAM                       BL,,34.1362,-118.342
231109830,06/06/2023 12:00:00 AM,10/30/2020 12:00:00 AM,2359,11,Northeast,1124,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1501,0,X,X,726,POLICE FACILITY,,,IC,Invest Cont,845,,,,3300    SAN FERNANDO                 RD,,34.118,-118.2489
220818200,12/15/2022 12:00:00 AM,01/01/2020 12:00:00 AM,0800,08,West LA,0859,2,354,THEFT OF IDENTITY,1822 0100,53,M,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1600 S  HOLT                         AV,,34.0496,-118.3791
220320024,11/09/2022 12:00:00 AM,11/09/2020 12:00:00 AM,0001,03,Southwest,0398,2,354,THEFT OF IDENTITY,0930 0100 1822 0928,24,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,500 W  43RD                         ST,,34.0054,-118.2827
230319519,11/08/2023 12:00:00 AM,07/24/2020 12:00:00 AM,0800,03,Southwest,0361,2,354,THEFT OF IDENTITY,1822 0100,31,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,3900    GIBRALTAR                    AV,,34.0161,-118.3547
221011732,07/18/2022 12:00:00 AM,07/01/2020 12:00:00 AM,1200,10,West Valley,1033,2,354,THEFT OF IDENTITY,1822 1202,83,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,6500    RESEDA                       BL,,34.1847,-118.5441
221224187,11/18/2022 12:00:00 AM,07/18/2020 12:00:00 AM,1255,12,77th Street,1235,2,354,THEFT OF IDENTITY,0100 0930 0922,31,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1500 W  58TH                         PL,,33.9883,-118.3024
220705842,02/18/2022 12:00:00 AM,12/20/2020 12:00:00 AM,1200,07,Wilshire,0758,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,65,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,1200 S  PLYMOUTH                     BL,,34.0504,-118.3296
221507765,03/31/2022 12:00:00 AM,01/01/2020 12:00:00 AM,0950,15,N Hollywood,1555,2,354,THEFT OF IDENTITY,0377,91,F,W,203,OTHER BUSINESS,,,IC,Invest Cont,354,,,,11300    OTSEGO                       ST,,34.163,-118.3774
210804049,01/02/2021 12:00:00 AM,12/04/2020 12:00:00 AM,2200,08,West LA,0884,1,480,BIKE - STOLEN,1822 1602 0397 0344,32,M,W,108,PARKING LOT,,,IC,Invest Cont,480,,,,2400 S  SEPULVEDA                    BL,,34.0364,-118.4346
231210693,04/19/2023 12:00:00 AM,03/05/2020 12:00:00 AM,1505,12,77th Street,1283,2,354,THEFT OF IDENTITY,0100 0922 1822,47,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1500 W  93RD                         ST,,33.9519,-118.3025
230312511,06/21/2023 12:00:00 AM,04/03/2020 12:00:00 AM,1145,03,Southwest,0373,2,354,THEFT OF IDENTITY,0100 0928 0929 0930 1822,40,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,3900    DEGNAN                       BL,,34.0146,-118.3301
230209650,04/26/2023 12:00:00 AM,01/08/2020 12:00:00 AM,1400,02,Rampart,0265,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,2000 W  8TH                          ST,,34.0544,-118.2767
220806369,02/28/2022 12:00:00 AM,01/01/2020 12:00:00 AM,1200,08,West LA,0805,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0701 1202 0100 1916 1908 1914 1702,82,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,1300    CASIANO                      RD,,34.0871,-118.4722
221911806,07/10/2022 12:00:00 AM,03/25/2020 12:00:00 AM,0001,19,Mission,1977,2,354,THEFT OF IDENTITY,,31,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,13800    RAYEN                        ST,,34.2352,-118.4339
230612691,07/18/2023 12:00:00 AM,09/18/2020 12:00:00 AM,0342,06,Hollywood,0626,2,354,THEFT OF IDENTITY,1822 0922,25,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,6400    DIX                          ST,,34.1058,-118.3289
231208015,03/05/2023 12:00:00 AM,02/01/2020 12:00:00 AM,1636,12,77th Street,1242,2,354,THEFT OF IDENTITY,0100 0930 0928,39,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,6500    5TH                          AV,,33.9811,-118.3226
221004502,01/15/2022 12:00:00 AM,11/01/2020 12:00:00 AM,1200,10,West Valley,1037,2,354,THEFT OF IDENTITY,1822 0930,54,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,6500    GRAVES                       AV,,34.1885,-118.5089
220208280,04/04/2022 12:00:00 AM,11/17/2020 12:00:00 AM,0010,02,Rampart,0237,2,900,VIOLATION OF COURT ORDER,2038 0913 1814 2000,28,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,900,,,,200    WITMER                       ST,,34.061,-118.2615
211705203,02/02/2021 12:00:00 AM,12/04/2020 12:00:00 AM,1200,17,Devonshire,1761,2,649,DOCUMENT FORGERY / STOLEN FELONY,1803 0924,0,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,649,,,,21800    LASSEN                       ST,,34.25,-118.603
201310253,05/02/2020 12:00:00 AM,04/27/2020 12:00:00 AM,1700,13,Newton,1331,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0329 0344 1300,30,M,W,108,PARKING LOT,,,IC,Invest Cont,331,,,,3100 S  HOPE                         ST,,34.023,-118.2765
220911563,07/14/2022 12:00:00 AM,09/03/2020 12:00:00 AM,0001,09,Van Nuys,0935,2,354,THEFT OF IDENTITY,0935 0929 0922,33,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,14300    SYLVAN                       ST,,34.1847,-118.4443
230907876,04/07/2023 12:00:00 AM,03/15/2020 12:00:00 AM,0800,09,Van Nuys,0935,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,52,M,W,710,OTHER PREMISE,,,IC,Invest Cont,440,,,,6100    HAZELTINE                    AV,,34.1837,-118.4443
230119627,09/11/2023 12:00:00 AM,05/09/2020 12:00:00 AM,1250,01,Central,0119,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,500    RAMIREZ                      ST,,34.055,-118.2321
220619815,12/01/2022 12:00:00 AM,12/08/2020 12:00:00 AM,0001,06,Hollywood,0632,2,354,THEFT OF IDENTITY,1822,58,F,H,710,OTHER PREMISE,,,IC,Invest Cont,354,,,,1500 N  FAIRFAX                      AV,,34.104,-118.3755
220317214,09/21/2022 12:00:00 AM,03/15/2020 12:00:00 AM,1415,03,Southwest,0393,2,354,THEFT OF IDENTITY,1822 0100,56,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,4000    MCCLUNG                      DR,,34.0103,-118.3341
231207740,02/17/2023 12:00:00 AM,02/17/2020 12:00:00 AM,1240,12,77th Street,1269,2,354,THEFT OF IDENTITY,0100 0928 0929 1822,52,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,700 E  80TH                         ST,,33.9665,-118.263
220815553,10/14/2022 12:00:00 AM,08/10/2020 12:00:00 AM,1000,08,West LA,0842,2,354,THEFT OF IDENTITY,0928 1822,47,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,11700    WILSHIRE                     BL,,34.0495,-118.4609
220204577,01/15/2022 12:00:00 AM,08/01/2020 12:00:00 AM,0800,02,Rampart,0289,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 0342 0903 2054 1536 0443 2021 0319,49,M,B,102,SIDEWALK,511,VERBAL THREAT,IC,Invest Cont,930,,,,1400 W  11TH                         ST,,34.0464,-118.2721
211408216,03/16/2021 12:00:00 AM,12/28/2020 12:00:00 AM,1100,14,Pacific,1496,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",,0,,,203,OTHER BUSINESS,,,IC,Invest Cont,668,,,,9700    AIRPORT                      BL,,33.9472,-118.3909
221217505,07/17/2022 12:00:00 AM,06/09/2020 12:00:00 AM,1700,12,77th Street,1233,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",,36,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956,,,,5900    HAAS                         AV,,33.9873,-118.3167
231614496,11/29/2023 12:00:00 AM,11/27/2020 12:00:00 AM,1900,16,Foothill,1685,1,820,ORAL COPULATION,1501,14,F,H,109,PARK/PLAYGROUND,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,820,,,,7800    IRVINE                       AV,,34.2121,-118.3856
220710510,06/16/2022 12:00:00 AM,07/01/2020 12:00:00 AM,0001,07,Wilshire,0742,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",0344 1803,19,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,668,,,,6100    WILSHIRE                     BL,,34.063,-118.3614
220416014,12/05/2022 12:00:00 AM,04/29/2020 12:00:00 AM,0001,04,Hollenbeck,0466,2,354,THEFT OF IDENTITY,1202 0100,75,M,H,504,OTHER RESIDENCE,,,IC,Invest Cont,354,,,,300 N  MATHEWS                      ST,,34.0447,-118.2075
220221184,12/05/2022 12:00:00 AM,01/01/2020 12:00:00 AM,1200,02,Rampart,0251,2,354,THEFT OF IDENTITY,0100 1822 0349 0924,19,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,2600    WILSHIRE                     BL,,34.0605,-118.2814
221907753,04/01/2022 12:00:00 AM,10/16/2020 12:00:00 AM,2300,19,Mission,1994,1,121,"RAPE, FORCIBLE",1814 1817 1206 1262 0527 0913 2000,18,F,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,14600    ROSCOE                       BL,,34.2215,-118.4507
220114107,06/13/2022 12:00:00 AM,02/25/2020 12:00:00 AM,0001,01,Central,0164,2,354,THEFT OF IDENTITY,1822 0928,23,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,600 S  MAIN                         ST,,34.0453,-118.2499
221218085,08/08/2022 12:00:00 AM,01/01/2020 12:00:00 AM,1200,12,77th Street,1293,2,354,THEFT OF IDENTITY,0100,42,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,10500 S  MANHATTAN                    PL,,33.9409,-118.3102
221916426,11/02/2022 12:00:00 AM,01/09/2020 12:00:00 AM,1000,19,Mission,1985,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,37,M,H,203,OTHER BUSINESS,,,IC,Invest Cont,341,,,,14600    PARTHENIA                    ST,,34.2271,-118.4503
221810263,05/05/2022 12:00:00 AM,05/05/2020 12:00:00 AM,1221,18,Southeast,1842,2,354,THEFT OF IDENTITY,0100 1822 0922,21,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,100 W  109TH                        ST,,33.9374,-118.2739
230618170,11/20/2023 12:00:00 AM,01/17/2020 12:00:00 AM,1500,06,Hollywood,0645,2,946,OTHER MISCELLANEOUS CRIME,0913 1501,34,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,946,,,,7000    HAWTHORN                     AV,,34.1004,-118.3414
220319411,10/31/2022 12:00:00 AM,10/30/2020 12:00:00 AM,2000,03,Southwest,0378,1,352,PICKPOCKET,1822 0344,34,F,H,712,COLISEUM,,,IC,Invest Cont,352,,,,700    EXPOSITION                   BL,,34.0181,-118.2846
221717327,12/08/2022 12:00:00 AM,06/04/2020 12:00:00 AM,1100,17,Devonshire,1723,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906 0531,30,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956,,,,10600    INDEPENDENCE                 AV,,34.2624,-118.5908
220407062,03/31/2022 12:00:00 AM,10/15/2020 12:00:00 AM,1200,04,Hollenbeck,0421,2,649,DOCUMENT FORGERY / STOLEN FELONY,0601 1822 0923,56,F,H,602,BANK,,,IC,Invest Cont,649,,,,2400 N  BROADWAY,,34.0736,-118.217
221513237,08/08/2022 12:00:00 AM,07/05/2020 12:00:00 AM,0001,15,N Hollywood,1501,2,354,THEFT OF IDENTITY,0377,59,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,13200    CANTARA                      ST,,34.2198,-118.4201
211518743,12/14/2021 12:00:00 AM,04/11/2020 12:00:00 AM,1200,15,N Hollywood,1543,2,946,OTHER MISCELLANEOUS CRIME,,13,F,O,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,946,,,,5300    CORTEEN                      PL,,34.1667,-118.402
