DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
222114709,09/26/2022 12:00:00 AM,06/19/2020 12:00:00 AM,0600,21,Topanga,2113,2,354,THEFT OF IDENTITY,1822,42,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,7900    SAUSALITO                    AV,,34.2141,-118.6157
221006046,02/24/2022 12:00:00 AM,11/19/2020 12:00:00 AM,1200,10,West Valley,1025,2,354,THEFT OF IDENTITY,1822 1908,69,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,17900    SHERMAN                      WY,,34.2009,-118.5229
221609983,06/30/2022 12:00:00 AM,08/01/2020 12:00:00 AM,1200,16,Foothill,1668,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 2021,49,F,W,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,AO,Adult Other,930,,,,9700    PINEWOOD                     AV,,34.2452,-118.2855
221806358,02/21/2022 12:00:00 AM,02/21/2020 12:00:00 AM,2300,18,Southeast,1849,2,354,THEFT OF IDENTITY,0930,26,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,2000 E  115TH                        ST,,33.9305,-118.2363
221315910,10/29/2020 12:00:00 AM,08/02/2020 12:00:00 AM,1415,13,Newton,1361,2,354,THEFT OF IDENTITY,0100 0928,63,M,H,751,WEBSITE,,,IC,Invest Cont,354,,,,4600 S  BROADWAY,,34.002,-118.2783
230908117,04/13/2023 12:00:00 AM,07/31/2020 12:00:00 AM,0001,09,Van Nuys,0989,2,354,THEFT OF IDENTITY,1501,41,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,4200    VENTURA CANYON               AV,,34.1464,-118.4294
231309176,04/14/2023 12:00:00 AM,10/19/2020 12:00:00 AM,1445,13,Newton,1393,2,354,THEFT OF IDENTITY,0100,57,M,B,750,CYBERSPACE,,,IC,Invest Cont,354,,,,100 W  70TH                         ST,,33.9765,-118.2739
232014656,08/25/2023 12:00:00 AM,06/25/2020 12:00:00 AM,1445,20,Olympic,2026,2,354,THEFT OF IDENTITY,1822,24,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,400 S  CATALINA                     ST,,34.0672,-118.2954
221905982,02/20/2022 12:00:00 AM,02/20/2020 12:00:00 AM,1500,19,Mission,1977,2,901,VIOLATION OF RESTRAINING ORDER,1259 2038,15,F,H,101,STREET,,,AA,Adult Arrest,901,,,,CANTERBURY,OSBORNE,34.2373,-118.4327
230109090,03/10/2023 12:00:00 AM,04/10/2020 12:00:00 AM,0200,01,Central,0163,2,354,THEFT OF IDENTITY,0928,36,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,700 S  SPRING                       ST,,34.0438,-118.2547
221309225,04/07/2022 12:00:00 AM,04/03/2020 12:00:00 AM,0144,13,Newton,1331,2,354,THEFT OF IDENTITY,0100 0930 1822,29,M,H,750,CYBERSPACE,,,IC,Invest Cont,354,,,,2700 S  GRAND                        AV,,34.0254,-118.2729
210904288,01/09/2021 12:00:00 AM,12/27/2020 12:00:00 AM,1600,09,Van Nuys,0964,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1420,22,F,W,405,CLOTHING STORE,,,IC,Invest Cont,442,,,,14000    RIVERSIDE                    DR,,34.1576,-118.4389
231905726,02/08/2023 12:00:00 AM,01/01/2020 12:00:00 AM,0001,19,Mission,1995,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0913 1817 0556 1258 0522,5,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,14700    BLYTHE                       ST,,34.2152,-118.4531
221615196,12/16/2022 12:00:00 AM,12/01/2020 12:00:00 AM,0001,16,Foothill,1602,2,354,THEFT OF IDENTITY,1501,22,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,12100    MERCER                       ST,,34.2865,-118.3976
220120619,09/16/2022 12:00:00 AM,09/15/2020 12:00:00 AM,1541,01,Central,0185,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329,26,M,H,101,STREET,,,IC,Invest Cont,740,,,,900 S  MAIN                         ST,,34.0416,-118.255
220610269,05/13/2022 12:00:00 AM,10/08/2020 12:00:00 AM,1925,06,Hollywood,0656,2,354,THEFT OF IDENTITY,0928 1822 0344,38,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1000    WILCOX                       AV,,34.0889,-118.331
230218442,10/02/2023 12:00:00 AM,01/01/2020 12:00:00 AM,0900,02,Rampart,0235,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0522 0913 0602 0554 1259,13,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,200 S  LAKE                         ST,,34.0663,-118.2719
221004804,01/23/2022 12:00:00 AM,11/23/2020 12:00:00 AM,1435,10,West Valley,1063,2,354,THEFT OF IDENTITY,1822,61,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,18600    VENTURA                      BL,,34.1698,-118.5386
232110833,06/23/2023 12:00:00 AM,06/01/2020 12:00:00 AM,1200,21,Topanga,2146,2,354,THEFT OF IDENTITY,1822 0930,33,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,6800    ALABAMA                      AV,,34.1937,-118.599
222004619,12/21/2020 12:00:00 AM,12/20/2020 12:00:00 AM,1529,20,Olympic,2069,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1202 1822 2032,63,M,K,702,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,341,,,,2500 W  OLYMPIC                      BL,,34.0524,-118.2842
220208989,04/14/2022 12:00:00 AM,04/14/2020 12:00:00 AM,0945,02,Rampart,0256,2,354,THEFT OF IDENTITY,0100,28,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,600 S  UNION                        AV,,34.0565,-118.2724
231806653,06/12/2022 12:00:00 AM,03/04/2020 12:00:00 AM,0800,18,Southeast,1832,2,946,OTHER MISCELLANEOUS CRIME,0913 0935,-2,X,X,726,POLICE FACILITY,,,IC,Invest Cont,946,,,,100 W  108TH                        ST,,33.9401,-118.2761
220706120,02/23/2022 12:00:00 AM,10/13/2020 12:00:00 AM,0900,07,Wilshire,0702,2,354,THEFT OF IDENTITY,0929,27,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,700 N  GENESEE                      AV,,34.0838,-118.3584
230208225,03/28/2023 12:00:00 AM,03/28/2020 12:00:00 AM,1450,02,Rampart,0237,2,354,THEFT OF IDENTITY,1822 0100 0917,20,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,200    WITMER                       ST,,34.061,-118.2615
221806331,02/15/2022 12:00:00 AM,04/10/2020 12:00:00 AM,0815,18,Southeast,1802,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344 0377 0910,28,M,H,801,MTA BUS,,,IC,Invest Cont,440,,,,200 W  MANCHESTER                   AV,,33.9601,-118.2768
210704053,12/31/2020 12:00:00 AM,12/31/2020 12:00:00 AM,0400,07,Wilshire,0722,1,310,BURGLARY,1822 0344 1607 1300,31,F,W,707,GARAGE/CARPORT,,,IC,Invest Cont,310,,,,100 N  CROFT                        AV,,34.0745,-118.3742
231221370,10/11/2023 12:00:00 AM,03/20/2020 12:00:00 AM,1000,12,77th Street,1259,2,354,THEFT OF IDENTITY,0100,37,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,7500 S  SAN PEDRO                    ST,,33.9722,-118.2696
221016479,11/14/2022 12:00:00 AM,07/24/2020 12:00:00 AM,1500,10,West Valley,1017,1,761,BRANDISH WEAPON,1202 1822 0334,59,F,H,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,761,,,,SHERMAN                      WY,ENCINO,34.2012,-118.5133
221011289,07/05/2022 12:00:00 AM,03/01/2020 12:00:00 AM,1200,10,West Valley,1001,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 0416,43,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,SHIRLEY,ROSCOE                       BL,34.2204,-118.5579
231421770,12/13/2023 12:00:00 AM,03/13/2020 12:00:00 AM,1200,14,Pacific,1464,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,45,M,O,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,CAMPUS CENTER                DR,BLUFF CREEK                  DR,33.9775,-118.4065
221811572,05/24/2022 12:00:00 AM,08/02/2020 12:00:00 AM,0324,18,Southeast,1841,2,354,THEFT OF IDENTITY,0922 0928 0929 0930 1202 1822,63,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,10400 S  VERMONT                      AV,,33.9423,-118.2916
230404996,01/30/2023 12:00:00 AM,08/23/2020 12:00:00 AM,0800,04,Hollenbeck,0488,2,649,DOCUMENT FORGERY / STOLEN FELONY,0601 1202 0344 0360 0913,78,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,649,,,,3400    GARNET                       ST,,34.0231,-118.2039
232117501,12/09/2023 12:00:00 AM,05/10/2020 12:00:00 AM,1645,21,Topanga,2157,2,354,THEFT OF IDENTITY,0929 0928,25,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,6500    INDEPENDENCE                 AV,,34.1889,-118.5905
221220860,09/15/2022 12:00:00 AM,01/18/2020 12:00:00 AM,0001,12,77th Street,1213,2,354,THEFT OF IDENTITY,0100 1202,67,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,5200 S  MANHATTAN                    PL,,33.9951,-118.3102
220504655,01/20/2022 12:00:00 AM,01/19/2020 12:00:00 AM,2200,05,Harbor,0551,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 1300,0,X,X,729,SPECIALTY SCHOOL/OTHER,,,IC,Invest Cont,331,,,,300 S  WEYMOUTH                     AV,,33.7421,-118.3102
230813464,07/22/2023 12:00:00 AM,10/01/2020 12:00:00 AM,1755,08,West LA,0828,2,354,THEFT OF IDENTITY,1501,25,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,800    HILGARD                      AV,,34.0664,-118.4397
231905565,02/06/2023 12:00:00 AM,01/01/2020 12:00:00 AM,0005,19,Mission,1964,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 0913 0448,26,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,9400    KESTER                       AV,,34.2412,-118.4558
220910623,06/21/2022 12:00:00 AM,11/19/2020 12:00:00 AM,0001,09,Van Nuys,0939,2,354,THEFT OF IDENTITY,1822 0917,53,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,6300    MORSE                        AV,,34.1864,-118.4159
221226041,12/27/2022 12:00:00 AM,11/20/2020 12:00:00 AM,1010,12,77th Street,1267,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,57,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,8300 S  HOOVER                       ST,,33.9633,-118.2871
231207476,02/27/2023 12:00:00 AM,08/15/2020 12:00:00 AM,0001,12,77th Street,1273,1,310,BURGLARY,1202 0329 1300,72,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,8800    HAAS                         AV,,33.958,-118.317
221708027,04/13/2022 12:00:00 AM,08/09/2020 12:00:00 AM,0905,17,Devonshire,1745,2,354,THEFT OF IDENTITY,1822 0100 0928,35,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,17600    BLACKHAWK                    ST,,34.2586,-118.5169
220717687,12/12/2022 12:00:00 AM,02/12/2020 12:00:00 AM,0840,07,Wilshire,0714,2,354,THEFT OF IDENTITY,1822 0100,26,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,400 N  FULLER                       AV,,34.0783,-118.3498
230507674,04/11/2023 12:00:00 AM,07/30/2020 12:00:00 AM,0835,05,Harbor,0585,2,354,THEFT OF IDENTITY,0922 0929 0377,28,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,800 W  19TH                         ST,,33.727,-118.2946
220909334,05/18/2022 12:00:00 AM,10/01/2020 12:00:00 AM,1400,09,Van Nuys,0971,2,354,THEFT OF IDENTITY,1822,47,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,4700    BURNET                       AV,,34.1559,-118.4629
221015665,10/25/2022 12:00:00 AM,06/09/2020 12:00:00 AM,1535,10,West Valley,1023,2,354,THEFT OF IDENTITY,1822 0928,25,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,19200    HAYNES                       ST,,34.1896,-118.5515
201308739,03/27/2020 12:00:00 AM,03/27/2020 12:00:00 AM,1210,13,Newton,1333,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,3200 S  SAN PEDRO                    ST,,34.017,-118.2643
221225047,12/09/2022 12:00:00 AM,12/02/2020 12:00:00 AM,1535,12,77th Street,1251,2,354,THEFT OF IDENTITY,0100 1822 0922,29,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,6800    10TH                         AV,,33.9773,-118.3279
231810634,05/19/2023 12:00:00 AM,01/02/2020 12:00:00 AM,0800,18,Southeast,1824,2,354,THEFT OF IDENTITY,0930 0928 1822 0100,21,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,9700 S  CENTRAL                      AV,,33.9482,-118.2541
230513434,09/12/2023 12:00:00 AM,09/01/2020 12:00:00 AM,0001,05,Harbor,0526,2,662,"BUNCO, GRAND THEFT",0344 0701 0800,54,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,662,,,,600 N  FRIES                        AV,,33.777,-118.2648
221007765,04/10/2022 12:00:00 AM,04/06/2020 12:00:00 AM,1200,10,West Valley,1024,1,510,VEHICLE - STOLEN,,0,,,707,GARAGE/CARPORT,,,IC,Invest Cont,510,,,,6600    RESEDA                       BL,,34.1958,-118.5399
220311221,05/23/2022 12:00:00 AM,04/29/2020 12:00:00 AM,0001,03,Southwest,0395,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1501 1309,19,X,X,726,POLICE FACILITY,,,IC,Invest Cont,845,,,,1500 W  MARTIN LUTHER KING JR        BL,,34.0108,-118.3135
220318793,10/19/2022 12:00:00 AM,10/19/2020 12:00:00 AM,1900,03,Southwest,0311,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0913 0558 0503 0510 1258 1251 0448,11,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812,860,,,5500    GEER                         ST,,34.0301,-118.3636
221209976,04/14/2022 12:00:00 AM,09/27/2020 12:00:00 AM,1104,12,77th Street,1268,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906,23,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956,,,,200 E  84TH                         PL,,33.9619,-118.2717
230605916,02/09/2023 12:00:00 AM,02/09/2020 12:00:00 AM,1415,06,Hollywood,0636,2,354,THEFT OF IDENTITY,1822 0930 0928,35,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1700 N  LAS PALMAS                   AV,,34.1016,-118.3361
241204387,01/05/2024 12:00:00 AM,05/05/2020 12:00:00 AM,1025,12,77th Street,1269,2,354,THEFT OF IDENTITY,0100 0917 0929 0930 0935 0928 1822,39,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,900 E  82ND                         ST,,33.9647,-118.2586
231420590,11/20/2023 12:00:00 AM,11/20/2020 12:00:00 AM,1000,14,Pacific,1413,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906,37,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956,,,,500    SAN JUAN                     AV,,33.9921,-118.4692
230113770,06/06/2023 12:00:00 AM,03/20/2020 12:00:00 AM,0800,01,Central,0142,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",0344 1803,60,M,O,702,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,668,,,,300 S  HOPE                         ST,,34.0537,-118.2523
220712955,08/16/2022 12:00:00 AM,11/08/2020 12:00:00 AM,1005,07,Wilshire,0722,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0913,59,F,O,707,GARAGE/CARPORT,,,IC,Invest Cont,440,,,,100 S  FLORES                       ST,,34.0744,-118.3711
230710300,09/22/2022 12:00:00 AM,07/26/2020 12:00:00 AM,1200,07,Wilshire,0701,2,662,"BUNCO, GRAND THEFT",0344,34,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,662,,,,700 N  ALFRED                       ST,,34.0836,-118.3753
220717203,11/30/2022 12:00:00 AM,03/01/2020 12:00:00 AM,0945,07,Wilshire,0725,2,354,THEFT OF IDENTITY,0100 1822,54,F,J,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,100 N  FULLER                       AV,,34.0736,-118.3498
